RMS Current (A),RMS Voltage (V),PF,Power(KW),Power (W),%Power/Nominal_Power,Label,Class,Time
2.269,237.441,0.438,0.242,242.157,24.216,3,2,"04/30/2021, 17:43:20"
2.269,237.47,0.437,0.242,242.154,24.215,3,2,"04/30/2021, 17:43:21"
2.268,237.493,0.438,0.242,242.08,24.208,3,2,"04/30/2021, 17:43:22"
2.267,237.507,0.438,0.242,242.03,24.203,3,2,"04/30/2021, 17:43:23"
2.266,237.521,0.437,0.242,241.974,24.197,3,2,"04/30/2021, 17:43:24"
2.266,237.526,0.438,0.242,241.934,24.193,3,2,"04/30/2021, 17:43:25"
2.268,237.518,0.437,0.242,241.911,24.191,3,2,"04/30/2021, 17:43:26"
2.268,237.507,0.437,0.242,241.941,24.194,3,2,"04/30/2021, 17:43:27"
2.268,237.491,0.437,0.242,241.88,24.188,3,2,"04/30/2021, 17:43:28"
2.269,237.46,0.437,0.242,241.934,24.193,3,2,"04/30/2021, 17:43:29"
2.268,237.419,0.437,0.242,241.914,24.191,3,2,"04/30/2021, 17:43:30"
2.268,237.367,0.437,0.242,241.999,24.2,3,2,"04/30/2021, 17:43:31"
2.266,237.302,0.437,0.242,242.031,24.203,3,2,"04/30/2021, 17:43:32"
2.266,237.226,0.437,0.242,241.935,24.194,3,2,"04/30/2021, 17:43:33"
2.267,237.184,0.437,0.242,241.875,24.188,3,2,"04/30/2021, 17:43:34"
2.267,237.158,0.437,0.242,241.951,24.195,3,2,"04/30/2021, 17:43:35"
2.267,237.139,0.437,0.242,242.05,24.205,3,2,"04/30/2021, 17:43:36"
2.268,237.141,0.437,0.242,242.131,24.213,3,2,"04/30/2021, 17:43:37"
2.268,237.156,0.437,0.242,242.197,24.22,3,2,"04/30/2021, 17:43:38"
2.268,237.167,0.437,0.242,242.229,24.223,3,2,"04/30/2021, 17:43:39"
2.267,237.178,0.437,0.242,242.134,24.213,3,2,"04/30/2021, 17:43:40"
2.268,237.2,0.437,0.242,242.16,24.216,3,2,"04/30/2021, 17:43:41"
2.268,237.231,0.438,0.242,242.221,24.222,3,2,"04/30/2021, 17:43:42"
2.267,237.267,0.438,0.242,242.27,24.227,3,2,"04/30/2021, 17:43:43"
2.266,237.323,0.438,0.242,242.148,24.215,3,2,"04/30/2021, 17:43:44"
2.265,237.378,0.438,0.242,242.173,24.217,3,2,"04/30/2021, 17:43:45"
2.265,237.432,0.438,0.242,242.231,24.223,3,2,"04/30/2021, 17:43:46"
2.269,237.485,0.438,0.242,242.279,24.228,3,2,"04/30/2021, 17:43:47"
2.268,237.527,0.438,0.243,242.48,24.248,3,2,"04/30/2021, 17:43:48"
2.268,237.569,0.438,0.243,242.518,24.252,3,2,"04/30/2021, 17:43:49"
2.269,237.594,0.438,0.243,242.512,24.251,3,2,"04/30/2021, 17:43:50"
2.269,237.62,0.438,0.243,242.507,24.251,3,2,"04/30/2021, 17:43:51"
2.27,237.632,0.438,0.243,242.503,24.25,3,2,"04/30/2021, 17:43:52"
2.272,237.658,0.437,0.242,242.5,24.25,3,2,"04/30/2021, 17:43:53"
2.274,237.685,0.437,0.242,242.498,24.25,3,2,"04/30/2021, 17:43:54"
2.273,237.71,0.437,0.242,242.496,24.25,3,2,"04/30/2021, 17:43:55"
2.271,237.718,0.437,0.242,242.494,24.249,3,2,"04/30/2021, 17:43:56"
2.269,237.694,0.437,0.242,242.367,24.237,3,2,"04/30/2021, 17:43:57"
2.268,237.679,0.438,0.243,242.476,24.248,3,2,"04/30/2021, 17:43:58"
2.267,237.644,0.438,0.243,242.515,24.251,3,2,"04/30/2021, 17:43:59"
2.267,237.612,0.438,0.243,242.509,24.251,3,2,"04/30/2021, 17:44:00"
2.268,237.579,0.438,0.243,242.505,24.25,3,2,"04/30/2021, 17:44:01"
2.267,237.554,0.438,0.243,242.502,24.25,3,2,"04/30/2021, 17:44:02"
2.266,237.537,0.438,0.243,242.457,24.246,3,2,"04/30/2021, 17:44:03"
2.265,237.516,0.438,0.242,242.443,24.244,3,2,"04/30/2021, 17:44:04"
2.267,237.484,0.437,0.242,242.352,24.235,3,2,"04/30/2021, 17:44:05"
2.268,237.453,0.437,0.242,242.338,24.234,3,2,"04/30/2021, 17:44:06"
2.27,237.426,0.437,0.242,242.366,24.237,3,2,"04/30/2021, 17:44:07"
2.272,237.403,0.436,0.242,242.388,24.239,3,2,"04/30/2021, 17:44:08"
2.273,237.387,0.437,0.243,242.532,24.253,3,2,"04/30/2021, 17:44:09"
2.276,237.386,0.437,0.243,242.599,24.26,3,2,"04/30/2021, 17:44:10"
2.276,237.435,0.437,0.243,242.6,24.26,3,2,"04/30/2021, 17:44:11"
2.275,237.506,0.437,0.243,242.759,24.276,3,2,"04/30/2021, 17:44:12"
2.275,237.592,0.437,0.243,242.835,24.284,3,2,"04/30/2021, 17:44:13"
2.274,237.658,0.437,0.243,242.846,24.285,3,2,"04/30/2021, 17:44:14"
2.274,237.698,0.437,0.243,242.779,24.278,3,2,"04/30/2021, 17:44:15"
2.273,237.722,0.437,0.243,242.725,24.273,3,2,"04/30/2021, 17:44:16"
2.272,237.739,0.437,0.243,242.681,24.268,3,2,"04/30/2021, 17:44:17"
2.27,237.743,0.438,0.243,242.645,24.264,3,2,"04/30/2021, 17:44:18"
2.271,237.745,0.438,0.243,242.778,24.278,3,2,"04/30/2021, 17:44:19"
2.272,237.741,0.438,0.243,242.887,24.289,3,2,"04/30/2021, 17:44:20"
2.272,237.735,0.438,0.243,243.014,24.301,3,2,"04/30/2021, 17:44:21"
2.272,237.732,0.438,0.243,243.056,24.306,3,2,"04/30/2021, 17:44:22"
2.271,237.728,0.438,0.243,243.087,24.309,3,2,"04/30/2021, 17:44:23"
2.27,237.728,0.438,0.243,243.101,24.31,3,2,"04/30/2021, 17:44:24"
2.27,237.729,0.438,0.243,243.063,24.306,3,2,"04/30/2021, 17:44:25"
2.27,237.74,0.438,0.243,242.956,24.296,3,2,"04/30/2021, 17:44:26"
2.27,237.749,0.438,0.243,243.032,24.303,3,2,"04/30/2021, 17:44:27"
2.268,237.751,0.439,0.243,242.989,24.299,3,2,"04/30/2021, 17:44:28"
2.267,237.75,0.439,0.243,243.076,24.308,3,2,"04/30/2021, 17:44:29"
2.267,237.732,0.439,0.243,242.967,24.297,3,2,"04/30/2021, 17:44:30"
2.267,237.695,0.439,0.243,242.878,24.288,3,2,"04/30/2021, 17:44:31"
2.267,237.635,0.439,0.243,242.931,24.293,3,2,"04/30/2021, 17:44:32"
2.267,237.563,0.439,0.243,242.925,24.293,3,2,"04/30/2021, 17:44:33"
2.267,237.52,0.439,0.243,242.865,24.287,3,2,"04/30/2021, 17:44:34"
2.269,237.491,0.438,0.243,242.975,24.297,3,2,"04/30/2021, 17:44:35"
2.271,237.479,0.438,0.243,242.885,24.288,3,2,"04/30/2021, 17:44:36"
2.273,237.495,0.437,0.243,242.89,24.289,3,2,"04/30/2021, 17:44:37"
2.272,237.545,0.437,0.243,242.83,24.283,3,2,"04/30/2021, 17:44:38"
2.272,237.547,0.438,0.243,242.788,24.279,3,2,"04/30/2021, 17:44:39"
2.271,237.497,0.438,0.243,242.71,24.271,3,2,"04/30/2021, 17:44:40"
2.27,237.451,0.438,0.243,242.772,24.277,3,2,"04/30/2021, 17:44:41"
2.269,237.435,0.438,0.243,242.719,24.272,3,2,"04/30/2021, 17:44:42"
2.269,237.477,0.438,0.243,242.676,24.268,3,2,"04/30/2021, 17:44:43"
2.269,237.511,0.438,0.243,242.641,24.264,3,2,"04/30/2021, 17:44:44"
2.269,237.51,0.438,0.243,242.612,24.261,3,2,"04/30/2021, 17:44:45"
2.268,237.456,0.438,0.243,242.589,24.259,3,2,"04/30/2021, 17:44:46"
2.27,237.399,0.438,0.243,242.57,24.257,3,2,"04/30/2021, 17:44:47"
2.269,237.385,0.438,0.243,242.555,24.256,3,2,"04/30/2021, 17:44:48"
2.27,237.411,0.438,0.243,242.542,24.254,3,2,"04/30/2021, 17:44:49"
2.27,237.47,0.438,0.243,242.532,24.253,3,2,"04/30/2021, 17:44:50"
2.271,237.492,0.437,0.243,242.523,24.252,3,2,"04/30/2021, 17:44:51"
2.271,237.463,0.437,0.243,242.517,24.252,3,2,"04/30/2021, 17:44:52"
2.273,237.401,0.437,0.243,242.511,24.251,3,2,"04/30/2021, 17:44:53"
2.273,237.331,0.437,0.242,242.381,24.238,3,2,"04/30/2021, 17:44:54"
2.274,237.289,0.436,0.242,242.324,24.232,3,2,"04/30/2021, 17:44:55"
2.274,237.261,0.436,0.242,242.354,24.235,3,2,"04/30/2021, 17:44:56"
2.275,237.263,0.437,0.242,242.379,24.238,3,2,"04/30/2021, 17:44:57"
2.274,237.289,0.436,0.242,242.335,24.233,3,2,"04/30/2021, 17:44:58"
2.273,237.319,0.437,0.242,242.227,24.223,3,2,"04/30/2021, 17:44:59"
2.273,237.34,0.437,0.242,242.275,24.228,3,2,"04/30/2021, 17:45:00"
2.272,237.354,0.437,0.242,242.293,24.229,3,2,"04/30/2021, 17:45:01"
2.273,237.309,0.437,0.242,242.149,24.215,3,2,"04/30/2021, 17:45:02"
2.274,237.273,0.437,0.242,242.211,24.221,3,2,"04/30/2021, 17:45:03"
2.274,237.242,0.437,0.242,242.262,24.226,3,2,"04/30/2021, 17:45:04"
2.274,237.218,0.437,0.242,242.178,24.218,3,2,"04/30/2021, 17:45:05"
2.275,237.22,0.436,0.242,242.159,24.216,3,2,"04/30/2021, 17:45:06"
2.276,237.213,0.436,0.242,242.22,24.222,3,2,"04/30/2021, 17:45:07"
2.276,237.208,0.436,0.242,242.432,24.243,3,2,"04/30/2021, 17:45:08"
2.276,237.198,0.436,0.242,242.479,24.248,3,2,"04/30/2021, 17:45:09"
2.276,237.191,0.436,0.242,242.481,24.248,3,2,"04/30/2021, 17:45:10"
2.276,237.186,0.436,0.242,242.482,24.248,3,2,"04/30/2021, 17:45:11"
2.277,237.181,0.436,0.243,242.504,24.25,3,2,"04/30/2021, 17:45:12"
2.279,237.183,0.436,0.243,242.681,24.268,3,2,"04/30/2021, 17:45:13"
2.279,237.178,0.436,0.243,242.645,24.264,3,2,"04/30/2021, 17:45:14"
2.279,237.19,0.436,0.243,242.616,24.262,3,2,"04/30/2021, 17:45:15"
2.279,237.208,0.436,0.243,242.592,24.259,3,2,"04/30/2021, 17:45:16"
2.279,237.24,0.436,0.243,242.698,24.27,3,2,"04/30/2021, 17:45:17"
2.279,237.28,0.436,0.243,242.735,24.274,3,2,"04/30/2021, 17:45:18"
2.279,237.313,0.436,0.242,242.563,24.256,3,2,"04/30/2021, 17:45:19"
2.28,237.345,0.436,0.242,242.473,24.247,3,2,"04/30/2021, 17:45:20"
2.279,237.37,0.436,0.242,242.475,24.247,3,2,"04/30/2021, 17:45:21"
2.278,237.38,0.436,0.242,242.477,24.248,3,2,"04/30/2021, 17:45:22"
2.277,237.346,0.436,0.242,242.479,24.248,3,2,"04/30/2021, 17:45:23"
2.276,237.291,0.436,0.242,242.355,24.235,3,2,"04/30/2021, 17:45:24"
2.275,237.214,0.437,0.242,242.303,24.23,3,2,"04/30/2021, 17:45:25"
2.276,237.126,0.436,0.242,242.175,24.218,3,2,"04/30/2021, 17:45:26"
2.275,237.081,0.436,0.242,242.195,24.22,3,2,"04/30/2021, 17:45:27"
2.276,237.061,0.436,0.242,242.249,24.225,3,2,"04/30/2021, 17:45:28"
2.276,237.075,0.436,0.242,242.293,24.229,3,2,"04/30/2021, 17:45:29"
2.277,237.12,0.436,0.242,242.329,24.233,3,2,"04/30/2021, 17:45:30"
2.277,237.185,0.436,0.242,242.358,24.236,3,2,"04/30/2021, 17:45:31"
2.277,237.243,0.436,0.242,242.382,24.238,3,2,"04/30/2021, 17:45:32"
2.277,237.249,0.436,0.242,242.276,24.228,3,2,"04/30/2021, 17:45:33"
2.277,237.23,0.436,0.242,242.239,24.224,3,2,"04/30/2021, 17:45:34"
2.277,237.194,0.436,0.242,242.285,24.229,3,2,"04/30/2021, 17:45:35"
2.278,237.161,0.436,0.242,242.365,24.236,3,2,"04/30/2021, 17:45:36"
2.279,237.16,0.436,0.243,242.505,24.25,3,2,"04/30/2021, 17:45:37"
2.278,237.203,0.436,0.243,242.539,24.254,3,2,"04/30/2021, 17:45:38"
2.278,237.273,0.436,0.243,242.529,24.253,3,2,"04/30/2021, 17:45:39"
2.279,237.337,0.436,0.243,242.522,24.252,3,2,"04/30/2021, 17:45:40"
2.279,237.376,0.436,0.243,242.641,24.264,3,2,"04/30/2021, 17:45:41"
2.281,237.395,0.436,0.243,242.688,24.269,3,2,"04/30/2021, 17:45:42"
2.271,237.507,0.43,0.239,238.973,23.897,2,2,"04/30/2021, 17:47:34"
2.274,237.511,0.43,0.239,238.893,23.889,2,2,"04/30/2021, 17:47:35"
2.277,237.527,0.43,0.239,238.924,23.892,2,2,"04/30/2021, 17:47:36"
2.279,237.546,0.429,0.239,238.823,23.882,2,2,"04/30/2021, 17:47:36"
2.28,237.55,0.429,0.239,238.837,23.884,2,2,"04/30/2021, 17:47:38"
2.282,237.534,0.429,0.239,238.814,23.881,2,2,"04/30/2021, 17:47:39"
2.283,237.491,0.428,0.239,238.807,23.881,2,2,"04/30/2021, 17:47:40"
2.283,237.43,0.428,0.239,238.73,23.873,2,2,"04/30/2021, 17:47:40"
2.284,237.388,0.428,0.239,238.782,23.878,2,2,"04/30/2021, 17:47:41"
2.286,237.373,0.428,0.239,238.75,23.875,2,2,"04/30/2021, 17:47:43"
2.288,237.391,0.427,0.239,238.755,23.875,2,2,"04/30/2021, 17:47:44"
2.291,237.442,0.427,0.239,238.789,23.879,2,2,"04/30/2021, 17:47:44"
2.292,237.49,0.427,0.239,238.874,23.887,2,2,"04/30/2021, 17:47:45"
2.293,237.537,0.427,0.239,238.882,23.888,2,2,"04/30/2021, 17:47:46"
2.293,237.566,0.426,0.239,238.863,23.886,2,2,"04/30/2021, 17:47:48"
2.294,237.569,0.427,0.239,238.913,23.891,2,2,"04/30/2021, 17:47:48"
2.293,237.557,0.426,0.239,238.791,23.879,2,2,"04/30/2021, 17:47:50"
2.291,237.526,0.427,0.239,238.855,23.885,2,2,"04/30/2021, 17:47:50"
2.29,237.484,0.427,0.239,238.787,23.879,2,2,"04/30/2021, 17:47:51"
2.29,237.427,0.427,0.239,238.828,23.883,2,2,"04/30/2021, 17:47:53"
2.289,237.358,0.428,0.239,238.788,23.879,2,2,"04/30/2021, 17:47:53"
2.288,237.303,0.428,0.239,238.83,23.883,2,2,"04/30/2021, 17:47:54"
2.289,237.26,0.427,0.239,238.864,23.886,2,2,"04/30/2021, 17:47:55"
2.289,237.235,0.427,0.239,238.816,23.882,2,2,"04/30/2021, 17:47:56"
2.288,237.216,0.428,0.239,238.894,23.889,2,2,"04/30/2021, 17:47:57"
2.288,237.211,0.427,0.239,238.872,23.887,2,2,"04/30/2021, 17:47:58"
2.287,237.217,0.428,0.239,238.824,23.882,2,2,"04/30/2021, 17:47:59"
2.286,237.233,0.428,0.239,238.816,23.882,2,2,"04/30/2021, 17:48:00"
2.286,237.264,0.428,0.239,238.693,23.869,2,2,"04/30/2021, 17:48:01"
2.287,237.301,0.428,0.239,238.678,23.868,2,2,"04/30/2021, 17:48:02"
2.287,237.337,0.427,0.239,238.697,23.87,2,2,"04/30/2021, 17:48:03"
2.287,237.389,0.427,0.239,238.596,23.86,2,2,"04/30/2021, 17:48:04"
2.289,237.449,0.427,0.239,238.696,23.87,2,2,"04/30/2021, 17:48:05"
2.29,237.489,0.427,0.239,238.658,23.866,2,2,"04/30/2021, 17:48:06"
2.289,237.519,0.427,0.239,238.723,23.872,2,2,"04/30/2021, 17:48:08"
2.288,237.533,0.427,0.239,238.799,23.88,2,2,"04/30/2021, 17:48:09"
2.286,237.526,0.428,0.239,238.699,23.87,2,2,"04/30/2021, 17:48:09"
2.284,237.51,0.428,0.239,238.743,23.874,2,2,"04/30/2021, 17:48:10"
2.284,237.484,0.428,0.239,238.776,23.878,2,2,"04/30/2021, 17:48:11"
2.284,237.455,0.428,0.239,238.776,23.878,2,2,"04/30/2021, 17:48:12"
2.282,237.418,0.428,0.239,238.842,23.884,2,2,"04/30/2021, 17:48:14"
2.282,237.386,0.428,0.239,238.733,23.873,2,2,"04/30/2021, 17:48:14"
2.281,237.374,0.428,0.239,238.808,23.881,2,2,"04/30/2021, 17:48:15"
2.28,237.377,0.429,0.239,238.851,23.885,2,2,"04/30/2021, 17:48:16"
2.28,237.393,0.429,0.239,238.779,23.878,2,2,"04/30/2021, 17:48:17"
2.281,237.434,0.429,0.239,238.844,23.884,2,2,"04/30/2021, 17:48:19"
2.282,237.499,0.429,0.239,238.916,23.892,2,2,"04/30/2021, 17:48:20"
2.282,237.564,0.429,0.239,238.837,23.884,2,2,"04/30/2021, 17:48:20"
2.283,237.625,0.429,0.239,238.913,23.891,2,2,"04/30/2021, 17:48:21"
2.283,237.672,0.428,0.239,238.931,23.893,2,2,"04/30/2021, 17:48:22"
2.283,237.7,0.428,0.239,238.969,23.897,2,2,"04/30/2021, 17:48:24"
2.281,237.708,0.429,0.239,238.836,23.884,2,2,"04/30/2021, 17:48:25"
2.282,237.702,0.429,0.239,238.754,23.875,2,2,"04/30/2021, 17:48:25"
2.281,237.686,0.429,0.239,238.845,23.884,2,2,"04/30/2021, 17:48:27"
2.281,237.676,0.429,0.239,238.919,23.892,2,2,"04/30/2021, 17:48:27"
2.281,237.666,0.429,0.239,238.979,23.898,2,2,"04/30/2021, 17:48:28"
2.28,237.654,0.429,0.239,239.028,23.903,2,2,"04/30/2021, 17:48:30"
2.279,237.644,0.429,0.239,239.025,23.902,2,2,"04/30/2021, 17:48:30"
2.279,237.638,0.429,0.239,239.009,23.901,2,2,"04/30/2021, 17:48:32"
2.279,237.624,0.429,0.239,238.992,23.899,2,2,"04/30/2021, 17:48:32"
2.279,237.618,0.429,0.239,238.953,23.895,2,2,"04/30/2021, 17:48:34"
2.278,237.611,0.429,0.239,238.805,23.881,2,2,"04/30/2021, 17:48:35"
2.278,237.599,0.429,0.239,238.728,23.873,2,2,"04/30/2021, 17:48:35"
2.279,237.605,0.429,0.239,238.78,23.878,2,2,"04/30/2021, 17:48:36"
2.28,237.607,0.428,0.239,238.665,23.866,2,2,"04/30/2021, 17:48:37"
2.28,237.616,0.428,0.239,238.57,23.857,2,2,"04/30/2021, 17:48:38"
2.276,237.623,0.429,0.239,238.639,23.864,2,2,"04/30/2021, 17:48:40"
2.272,237.626,0.43,0.239,238.649,23.865,2,2,"04/30/2021, 17:48:40"
2.27,237.632,0.431,0.239,238.717,23.872,2,2,"04/30/2021, 17:48:41"
2.268,237.632,0.431,0.239,238.612,23.861,2,2,"04/30/2021, 17:48:42"
2.265,237.628,0.431,0.238,238.528,23.853,2,2,"04/30/2021, 17:48:43"
2.263,237.634,0.432,0.238,238.459,23.846,2,2,"04/30/2021, 17:48:45"
2.262,237.637,0.432,0.239,238.548,23.855,2,2,"04/30/2021, 17:48:45"
2.26,237.636,0.432,0.238,238.532,23.853,2,2,"04/30/2021, 17:48:46"
2.259,237.624,0.433,0.239,238.607,23.861,2,2,"04/30/2021, 17:48:47"
2.258,237.605,0.433,0.239,238.581,23.858,2,2,"04/30/2021, 17:48:48"
2.256,237.586,0.433,0.238,238.502,23.85,2,2,"04/30/2021, 17:48:50"
2.255,237.575,0.433,0.238,238.438,23.844,2,2,"04/30/2021, 17:48:50"
2.253,237.569,0.434,0.238,238.385,23.838,2,2,"04/30/2021, 17:48:51"
2.252,237.571,0.434,0.238,238.343,23.834,2,2,"04/30/2021, 17:48:52"
2.251,237.567,0.434,0.238,238.309,23.831,2,2,"04/30/2021, 17:48:54"
2.249,237.547,0.434,0.238,238.28,23.828,2,2,"04/30/2021, 17:48:54"
2.248,237.516,0.434,0.238,238.257,23.826,2,2,"04/30/2021, 17:48:55"
2.247,237.463,0.434,0.238,238.058,23.806,2,2,"04/30/2021, 17:48:57"
2.247,237.394,0.434,0.238,238.057,23.806,2,2,"04/30/2021, 17:48:58"
2.246,237.325,0.434,0.238,238.076,23.808,2,2,"04/30/2021, 17:48:58"
2.246,237.278,0.434,0.238,238.091,23.809,2,2,"04/30/2021, 17:48:59"
2.246,237.272,0.434,0.238,238.103,23.81,2,2,"04/30/2021, 17:49:01"
2.245,237.297,0.434,0.238,238.113,23.811,2,2,"04/30/2021, 17:49:01"
2.246,237.35,0.435,0.238,238.121,23.812,2,2,"04/30/2021, 17:49:02"
2.247,237.393,0.434,0.238,238.127,23.813,2,2,"04/30/2021, 17:49:04"
2.249,237.4,0.434,0.238,238.133,23.813,2,2,"04/30/2021, 17:49:05"
2.249,237.385,0.434,0.238,238.137,23.814,2,2,"04/30/2021, 17:49:05"
2.248,237.328,0.434,0.238,238.141,23.814,2,2,"04/30/2021, 17:49:07"
2.248,237.286,0.434,0.238,237.962,23.796,2,2,"04/30/2021, 17:49:08"
2.248,237.25,0.434,0.238,237.98,23.798,2,2,"04/30/2021, 17:49:08"
2.249,237.249,0.434,0.238,238.013,23.801,2,2,"04/30/2021, 17:49:10"
2.249,237.281,0.434,0.238,238.124,23.812,2,2,"04/30/2021, 17:49:10"
2.249,237.329,0.434,0.238,238.245,23.825,2,2,"04/30/2021, 17:49:11"
2.25,237.386,0.434,0.238,238.229,23.823,2,2,"04/30/2021, 17:49:12"
2.25,237.451,0.434,0.238,238.179,23.818,2,2,"04/30/2021, 17:49:13"
2.252,237.519,0.433,0.238,238.213,23.821,2,2,"04/30/2021, 17:49:15"
2.253,237.56,0.433,0.238,238.348,23.835,2,2,"04/30/2021, 17:49:15"
2.253,237.581,0.433,0.238,238.369,23.837,2,2,"04/30/2021, 17:49:16"
2.252,237.579,0.433,0.238,238.329,23.833,2,2,"04/30/2021, 17:49:18"
2.252,237.549,0.433,0.238,238.297,23.83,2,2,"04/30/2021, 17:49:18"
2.252,237.527,0.433,0.238,238.453,23.845,2,2,"04/30/2021, 17:49:19"
2.252,237.499,0.433,0.238,238.416,23.842,2,2,"04/30/2021, 17:49:20"
2.251,237.454,0.434,0.239,238.549,23.855,2,2,"04/30/2021, 17:49:21"
2.252,237.416,0.433,0.238,238.495,23.85,2,2,"04/30/2021, 17:49:23"
2.252,237.373,0.433,0.239,238.613,23.861,2,2,"04/30/2021, 17:49:24"
2.254,237.333,0.433,0.239,238.547,23.855,2,2,"04/30/2021, 17:49:25"
2.254,237.316,0.433,0.238,238.474,23.847,2,2,"04/30/2021, 17:49:25"
2.256,237.3,0.432,0.238,238.416,23.842,2,2,"04/30/2021, 17:49:26"
2.257,237.31,0.432,0.238,238.367,23.837,2,2,"04/30/2021, 17:49:28"
2.257,237.341,0.432,0.238,238.328,23.833,2,2,"04/30/2021, 17:49:28"
2.258,237.38,0.432,0.238,238.297,23.83,2,2,"04/30/2021, 17:49:30"
2.257,237.418,0.432,0.238,238.27,23.827,2,2,"04/30/2021, 17:49:31"
2.255,237.465,0.433,0.238,238.431,23.843,2,2,"04/30/2021, 17:49:32"
2.254,237.487,0.434,0.239,238.544,23.854,2,2,"04/30/2021, 17:49:32"
2.253,237.472,0.434,0.238,238.528,23.853,2,2,"04/30/2021, 17:49:34"
2.251,237.446,0.434,0.238,238.459,23.846,2,2,"04/30/2021, 17:49:34"
2.25,237.411,0.434,0.239,238.584,23.858,2,2,"04/30/2021, 17:49:36"
2.249,237.391,0.434,0.238,238.524,23.852,2,2,"04/30/2021, 17:49:36"
2.248,237.402,0.434,0.238,238.455,23.846,2,2,"04/30/2021, 17:49:38"
2.247,237.446,0.434,0.238,238.4,23.84,2,2,"04/30/2021, 17:49:39"
2.248,237.503,0.434,0.238,238.355,23.835,2,2,"04/30/2021, 17:49:39"
2.251,237.539,0.434,0.238,238.499,23.85,2,2,"04/30/2021, 17:49:41"
2.252,237.543,0.434,0.239,238.539,23.854,2,2,"04/30/2021, 17:49:41"
2.252,237.515,0.434,0.239,238.583,23.858,2,2,"04/30/2021, 17:49:42"
2.252,237.479,0.434,0.239,238.547,23.855,2,2,"04/30/2021, 17:49:43"
2.251,237.448,0.434,0.239,238.633,23.863,2,2,"04/30/2021, 17:49:44"
2.251,237.427,0.434,0.239,238.545,23.854,2,2,"04/30/2021, 17:49:46"
2.251,237.435,0.434,0.239,238.618,23.862,2,2,"04/30/2021, 17:49:46"
2.251,237.457,0.434,0.239,238.589,23.859,2,2,"04/30/2021, 17:49:47"
2.252,237.509,0.433,0.238,238.509,23.851,2,2,"04/30/2021, 17:49:48"
2.251,237.565,0.434,0.238,238.443,23.844,2,2,"04/30/2021, 17:49:49"
2.253,237.615,0.434,0.239,238.535,23.854,2,2,"04/30/2021, 17:49:50"
2.254,237.652,0.433,0.238,238.522,23.852,2,2,"04/30/2021, 17:49:52"
2.254,237.672,0.434,0.239,238.497,23.85,2,2,"04/30/2021, 17:49:52"
2.254,237.669,0.433,0.239,238.532,23.853,2,2,"04/30/2021, 17:49:53"
2.253,237.651,0.433,0.238,238.521,23.852,2,2,"04/30/2021, 17:49:54"
2.254,237.644,0.434,0.239,238.538,23.854,2,2,"04/30/2021, 17:49:55"
2.255,237.62,0.433,0.239,238.582,23.858,2,2,"04/30/2021, 17:49:56"
2.255,237.599,0.434,0.239,238.648,23.865,2,2,"04/30/2021, 17:49:57"
2.254,237.587,0.434,0.239,238.614,23.861,2,2,"04/30/2021, 17:49:58"
2.254,237.589,0.433,0.238,238.529,23.853,2,2,"04/30/2021, 17:50:00"
2.253,237.594,0.434,0.238,238.52,23.852,2,2,"04/30/2021, 17:50:00"
2.253,237.598,0.434,0.239,238.54,23.854,2,2,"04/30/2021, 17:50:01"
2.252,237.612,0.434,0.238,238.525,23.853,2,2,"04/30/2021, 17:50:02"
2.252,237.625,0.434,0.239,238.5,23.85,2,2,"04/30/2021, 17:50:04"
2.252,237.646,0.434,0.239,238.595,23.86,2,2,"04/30/2021, 17:50:04"
2.251,237.657,0.434,0.238,238.513,23.851,2,2,"04/30/2021, 17:50:05"
2.25,237.661,0.434,0.238,238.544,23.854,2,2,"04/30/2021, 17:50:06"
2.249,237.647,0.434,0.238,238.375,23.837,2,2,"04/30/2021, 17:50:07"
2.247,237.62,0.435,0.238,238.335,23.834,2,2,"04/30/2021, 17:50:09"
2.247,237.609,0.435,0.238,238.302,23.83,2,2,"04/30/2021, 17:50:09"
2.248,237.587,0.434,0.238,238.275,23.828,2,2,"04/30/2021, 17:50:11"
2.249,237.558,0.434,0.238,238.253,23.825,2,2,"04/30/2021, 17:50:12"
2.249,237.529,0.435,0.238,238.416,23.842,2,2,"04/30/2021, 17:50:12"
2.25,237.502,0.434,0.238,238.386,23.839,2,2,"04/30/2021, 17:50:13"
2.249,237.499,0.434,0.238,238.344,23.834,2,2,"04/30/2021, 17:50:15"
2.249,237.504,0.434,0.238,238.309,23.831,2,2,"04/30/2021, 17:50:15"
2.249,237.511,0.434,0.238,238.281,23.828,2,2,"04/30/2021, 17:50:16"
2.249,237.516,0.435,0.238,238.301,23.83,2,2,"04/30/2021, 17:50:17"
2.249,237.512,0.434,0.238,238.251,23.825,2,2,"04/30/2021, 17:50:19"
2.25,237.492,0.434,0.238,238.256,23.826,2,2,"04/30/2021, 17:50:20"
2.249,237.458,0.434,0.238,238.195,23.819,2,2,"04/30/2021, 17:50:20"
2.248,237.415,0.434,0.238,238.187,23.819,2,2,"04/30/2021, 17:50:22"
2.248,237.363,0.434,0.238,238.182,23.818,2,2,"04/30/2021, 17:50:23"
2.248,237.31,0.435,0.238,238.22,23.822,2,2,"04/30/2021, 17:50:23"
2.249,237.268,0.434,0.238,238.27,23.827,2,2,"04/30/2021, 17:50:25"
2.25,237.25,0.434,0.238,238.346,23.835,2,2,"04/30/2021, 17:50:25"
